%\newcommand{\citeform}[1]{}XXX``Magnetohydrodynamical Effects on Nuclear Deflagration Fronts in Type Ia Supernovae''XXXHristov, Boyan; Collins, David C.; Hoeflich, Peter; Weatherford, Charles A.; Diamond, Tiara R., XXXApJ, 2018, 858, 13XXX\citeform{2}%2018ApJ...858...13HXXX
``The Anatomy of the Column Density Probability Distrbution Function (N-PDF)''XXXChen, H., Burkhart, B., Goodman, A. A., Collins, D. C. XXX2017, submitted to ApJ, Arxiv 1707.09356XXX\citeform{4}%2017arXiv170709356CXXX
``Signatures of progenitors of Type Ia supernovae''XXXHoeflich, P.; Chakraborty, S.; Comaskey, W.; Fisher, A.; Hristcov, B.; Collins, D.; Diamond, T. R.; Dragulin, P.; Hsiao, E. Y.; Sadler, B.XXXConference, Memorie della Societa Astronomica Italiana, 2017, v.88, p.302XXX\citeform{0}%2017MmSAI..88..302HXXX
``GMC Collisions as Triggers of Star Formation. III. Density and Magnetically Regulated Star Formation''XXXWu, B., Tan, J. C., Christie, D., Nakamura, F., Van Loo, S., Collins, D. C. XXXApJ, 2017, 841, 888XXX\citeform{18}%2017ApJ...841...88WXXX
``The Razor’s Edge of Collapse: The Transition Point from Lognormal to Power-Law Distributions in Molecular Clouds,'' XXXBurkhart, B., Stalpes, K., Collins, D. C.,XXXApJ, 2017, 834,1XXX\citeform{9}%2017ApJ...834L...1BXXX
``GMC Collisions as Triggers of Star Formation. II. 3D Turbulent, Magnetized Simulations'' XXXWu, B., Tan, J. C., Nakamura, F., Van Loo, S., Christie, D., Collins, D. C., XXXApJ, 2017, 835, 137XXX\citeform{15}%2017ApJ...835..137WXXX
``Matching dust emission structures and magnetic field in high-latitude cloud L1642: comparing Herschel and Planck maps,''XXXMalinen, J.; Montier, L.; Montillaud, J.; Juvela, M.; Ristorcelli, I.; Clark, S.  E.; Bern\'e, O.; Bernard, J.-Ph.; Pelkonen, V.-M.; Collins, D. C. XXXMNRAS, 2016, 460, 1934XXX\citeform{15}%2016MNRAS.460.1934MXXX
``Length Scales and Turbulent Properties of Magnetic Fields in Simulated Galaxy Clusters,'' XXXEgan, O’Shea, Hallman, Burns, Xu, Collins, Li, Norman  XXXsubmitted to ApJ, 2016, arxiv 1601.05083XXX\citeform{6}%2016arXiv160105083EXXX
``Self-Generated Turbulence in Magnetic Reconnection'', XXXOishi, J. S., Mac Low, M., Collins, D. C., Tamura, M.  XXXApJ Letters, 2015, 120XXX\citeform{21}%2015ApJ...806L..12OXXX
``Observational Diagnostics of Self­Gravitating MHD Turbulence in Giant Molecular Clouds'', XXXBurkhart, B., Collins, D.  C., Lazarian, A.XXXApJ,  2015, 808, 48XXX\citeform{32}%2015ApJ...808...48BXXX
``Enzo: An Adaptive Mesh Refinement Code for Astrophysics'', XXXBryan, G. L. , Norman, M. L. , O'Shea, B. W. , Abel, T. , Wise, J. H. , Turk, M. J. , Reynolds, D. R. , Collins, D. C. , Wang, P. , Skillman, S. W. , Smith, B. , Harkness, R. P. , Bordner, J. , Kim, J.-h. , Kuhlen, M. , Xu, H. , Goldbaum, N. , Hummels, C. , Kritsuk, A. G. , Tasker, E., Skory, S. , Simpson, C. M. , Hahn, O. , Oishi, J. S. , So, G. C. , Zhao, F. , Cen, R. , Li, Y. D,XXXAstrophysical Journal Suppliment, 2014, 211XXX\citeform{297}%2014ApJS..211...19BXXX
``Local Support Against Gravity in Magnetoturbulent Fluids'',XXXSchmidt, W., Collins, D. C., Kritsuk, A. G.,XXXMNRAS, 2013, 43, XXX\citeform{18}%2013MNRAS.431.3196SXXX
``Cosmological MHD Simulations of Galaxy Cluster Radio Relics: Insights and Warnings for Observations'', XXXSkillman, S. W., Xu, H., Hallman, E. J., O’Shea, B. W., Burns, J., Li, H., Norman, M. L., Collins, D. C.,XXXApJ, 2013, 765, 21XXX\citeform{65}%2013ApJ...765...21SXXX
``Comparisons of Cosmological Magnetohydrodynamic Galaxy Cluster Simulations to Radio Observations'', XXXXu, H., Govoni, F., Murgia, M., Li, H., Collins, D. C., Norman, M. L., Cen, R., Feretti, L., Giovannini, G.,XXXApJ, 2012, 759, 40XXX\citeform{26}%2012arXiv1209.2737XXXX
``The Two States of Star Forming Clouds'', XXXCollins, D.~C., Kritsuk, A., Padoan, P., Li, H., Xu, H., Ustyugov, S., Norman, M.~L.,XXXApJ, 2012, 750, 13XXX\citeform{70}%2012ApJ...750...13CXXX
``Comparing Numerical Methods for Isothermal Magnetized Supersonic Turbulence'', XXXKritsuk, A., Nordlund, A, Collins, D.~C., et al.,XXXApJ, 2011, 737, 13XXX\citeform{63}%2011ApJ...737...13KXXX
``Accuracy of Core Mass Estimates in Simulated Observations of Dust Emission'', XXXMalinen, J., Juvela, M., Collins, D. C., Lunttila, T., Padoan, P.,XXXA\&A, 2011, 530, A101XXX\citeform{53}%2011A&A...530A.101MXXX
``Mass and Magnetic Distributions in Self Gravitating Super Alfv\' enic Turbulence with AMR'', XXXCollins, D.~C., Padoan, P., Norman, M.~L., Xu, H.,XXXApJ, 2011, 731, 59XXX\citeform{38}%2011ApJ...731...59CXXX
``Evolution and Distribution of Magnetic Fields from Active Galactic Nuclei in Galaxy Clusters. II. The Effects of Cluster Size and Dynamical State",XXXXu, H., Li, H., Collins, D.~C., Li, S., Norman, M.~L.,XXXApJ, 2011, 739, 77XXX\citeform{32}%2011ApJ...739...77XXXX
``Evolution and Distribution of Magnetic Fields from AGNs in Galaxy Clusters.  I.  The Effect of Injection Energy and Redshift'', XXXXu, H., Li, H., Collins, D. C., Li, S., Norman, M.~L.,XXXApJ, 2010, 752, 2152XXX\citeform{44}%2010ApJ...725.2152XXXX
``The Effect of Projection on Derived Mass-Size and Linewidth-Size Relationships'', XXXShetty, R., Collins, D.~C.,  Kauffmann, J.,  Goodman, A.~A.,  Rosolowsky, E.~W.,  Norman, M.~L., XXXApJ, 2010, 712, 1049XXX\citeform{47}%2010ApJ...712.1049SXXX
``Cosmological AMR MHD with Enzo'', XXXCollins, D.~C., Xu, H., Norman, M.~L., Li, H., Li., S.,XXXApJ Suppliment, 2010, 186, 308XXX\citeform{63}%2010ApJS..186..308CXXX
``Turbulence and Dynamo in Galaxy Cluster Medium: Implications on the Origin of Cluster Magnetic Fields'',XXXXu, H., Li, H., Collins, D.~C., Li, S., Norman, M.~L.,XXXApJ, 2009, 698, L14XXX\citeform{58}%2009ApJ...698L..14XXXX
``The Biermann Battery in Cosmological MHD Simulations of Population III Star Formation'',XXXXu, H., O'Shea, B. W., Collins, D.~C., Norman, M.L.,XXXApJ Letters, 2008, 688, L57  XXX\citeform{67}%2008ApJ...688L..57XXXX
``Formation of X-Ray Cavities by the Magnetically Dominated Jet-Lobe System in a Galaxy Cluster'',XXXXu, H., Li., H., Collins, D. C., Li, S., Norman, M. L.,XXXApJ Letters, 2008, 681, L61 XXX\citeform{19}%2008ApJ...681L..61XXXX
